Metadata_treatment,Pathway,mean_logit_score,mean_relative_cell_count,mean_average_precision,corrected_p_value,-log10(p-value),hit
UCD-0159418,Transmembrane Transporters,0.2775686420570803,0.9535151199274984,0.5387896825396825,0.0997861199203481,1.0009298641357447,False
UCD-0001657,GPCR & G Protein,0.6541809619718262,0.8265458606396707,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001002,Neuronal Signaling,0.6491241414618054,0.9827546996614006,0.6067550505050504,0.0677517970751053,1.1690791809044627,False
UCD-0000377,Transmembrane Transporters,0.6119232767921465,1.214399432720041,0.9125,0.010298273155416,1.98723559295969,False
UCD-0001653,Transmembrane Transporters,0.5347552050278691,1.0796966859164456,0.5796717171717172,0.0731519403106119,1.1357741499895764,False
UCD-0018410,Metabolism,0.4117358611600622,1.0548714226279006,0.5282828282828282,0.1047789419882443,0.9797259911809444,False
UCD-0159394,TGF-beta/Smad,0.4210312496973564,0.979371646823984,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159438,Cytoskeletal Signaling,0.0416538473105436,0.0706149354008822,0.4553751803751804,0.1835571835571835,0.7362286146021204,False
UCD-0159425,Apoptosis,0.3701285121049578,0.1359792107724057,0.8194444444444443,0.0194832194832194,1.7103392770124284,False
UCD-0159403,GPCR & G Protein,0.9792588486103536,0.7503744340481129,0.6926767676767677,0.0489284471184923,1.3104385675748629,False
UCD-0159417,GPCR & G Protein,0.0785471092681215,0.0422408994728226,0.6027777777777777,0.0910685059621229,1.040631788248228,False
UCD-0159411,Neuronal Signaling,0.5186944136725086,0.9049361294715798,0.8472222222222222,0.010298273155416,1.98723559295969,False
UCD-0000463,Others,0.3662311435457167,0.683796368555226,0.9791666666666666,0.0027641070585855,2.5584451400053156,False
UCD-0011606,Neuronal Signaling,,,,,,False
UCD-0001059,Epigenetics,0.7673013239355088,0.9749030534908992,0.6902777777777778,0.0489284471184923,1.3104385675748629,False
UCD-0159400,Apoptosis,,,,,,False
UCD-0159393,GPCR & G Protein,0.4949897649555515,0.9297893110522064,0.8194444444444444,0.0125152625152625,1.9025600363686452,False
UCD-0159437,Cytoskeletal Signaling,0.4407808016429366,0.0157059238147773,0.3214285714285714,0.2258919163028752,0.6460993103274033,False
UCD-0159432,Angiogenesis,0.8501228265303685,1.0397265975499117,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159424,JAK/STAT,,,,,,False
UCD-0159416,Metabolism,0.6810796832403426,0.7002038240905832,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159411B,Neuronal Signaling,0.9967335355110148,0.6292671307161024,0.7241161616161615,0.0417582417582417,1.3792577957042835,False
UCD-0000243,Neuronal Signaling,0.9970142928908112,0.6145394792061216,0.7244075369075369,0.0417582417582417,1.3792577957042835,False
UCD-0000904,GPCR & G Protein,0.9904920142342092,0.7288913754488651,0.726010101010101,0.040347711989503,1.394181087918541,False
UCD-0159600,Epigenetics,0.4678388700751813,0.0562112992492739,0.4253968253968254,0.1781242013800153,0.7492770698026706,False
UCD-0159646,GPCR & G Protein,0.0385633518606271,0.5750645884224563,0.3491395042865631,0.2721140245892721,0.5652490743732337,False
UCD-0159652,Proteases,0.115872604394342,0.915992416407954,0.295607389686337,0.3234714003944773,0.490164111285638,False
UCD-0159265,Neuronal Signaling,0.8853473115604323,0.0386010824956878,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001800,Others,0.9517017762986468,0.0046322335537137,0.1833333333333333,0.3234714003944773,0.490164111285638,False
UCD-0001613,Endocrinology & Hormones,0.1947303610275635,1.0273629429831357,0.285607884833891,0.3504273504273504,0.4554020050264261,False
UCD-0159290,PI3K/Akt/mTOR,0.9991458343659912,0.0306905370843989,,,,False
UCD-0159293,Others,0.3610649911292491,0.9590957205468892,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001808,MAPK,0.7956648483544341,0.2072540970670695,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001801,Endocrinology & Hormones,0.8830069306838656,0.3357721240102641,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159271,Others,0.7172584984497103,0.5943158698420958,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0018516,Neuronal Signaling,0.090999361179682,1.000860698016794,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001835,Others,0.9008196497038196,0.0117295100474147,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159280,Others,0.1611929892541435,0.9535795809876662,0.3096639471639471,0.3068490262734867,0.513075250528078,False
UCD-0159286,Others,0.9861928124716628,0.0051150895140664,,,,False
UCD-0018131,Angiogenesis,0.3514311302432795,0.7608150825311834,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001024,Neuronal Signaling,0.1995517749134645,0.9476849321651464,0.2406740007068954,0.4597028253913129,0.3375228270130456,False
UCD-0001829,PI3K/Akt/mTOR,0.4446428774280667,0.8684117610854121,0.9791666666666666,0.0027641070585855,2.5584451400053156,False
UCD-0159275,Others,0.5208513752450697,0.6847856478180632,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159270,Others,0.1555441040254247,0.935323155927072,0.2976298920377868,0.3213634706525701,0.4930034909691886,False
UCD-0001844,Others,0.341665444027787,0.3605897116520831,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0018207,Neuronal Signaling,0.959112466107337,0.4230132217800714,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001804,MAPK,0.8000518372851414,0.800418522048852,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001016,Neuronal Signaling,0.3204658166472228,1.0041043837859105,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0018179,MAPK,0.7722817436817935,1.081069868920455,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159289,Metabolism,0.3421496761178707,0.9714444535077336,0.2956114243943191,0.3234714003944773,0.490164111285638,False
UCD-0159285,DNA Damage,0.6973106943109262,0.9640980612252382,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001792,Others,,,,,,False
UCD-0159274,Others,0.7415506977102388,1.140760246495704,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001775,Others,0.2239777455485181,1.0428789048374103,0.2953203809434459,0.3234714003944773,0.490164111285638,False
UCD-0159264,Neuronal Signaling,0.7590078453665071,0.0064749589887098,0.1833333333333333,0.3234714003944773,0.490164111285638,False
UCD-0159261,Others,0.9620510413323956,0.7556821479444478,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159258,Angiogenesis,0.7088779000536966,0.786427221686658,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001014,Neuronal Signaling,0.2251117892251856,1.048722362762307,0.2461624460850467,0.4474775224775225,0.3492287751171237,False
UCD-0000721,Neuronal Signaling,0.9791875134002924,0.0473318537103155,0.75,0.1060116354234001,0.9746464656516696,False
UCD-0159259,PI3K/Akt/mTOR,0.3668101178577665,0.728007989182217,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001842,Neuronal Signaling,0.516152659583598,0.5822112101888113,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159266,Others,0.323264062213351,0.8993487083763417,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159260,Epigenetics,,,,,,False
UCD-0001580,Transmembrane Transporters,0.999788669470584,0.0055401662049861,,,,False
UCD-0000295,Metabolism,0.3147878845667231,0.4653199577519383,0.570085572107631,0.0780735509977387,1.1074960672902194,False
UCD-0000533,GPCR & G Protein,0.482389611052921,1.1191541703199115,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001759,Angiogenesis,0.7154126099122802,0.2516673969279632,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001822,MAPK,0.8302009226338327,0.947657588738276,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0018083,JAK/STAT,0.5148235466336772,1.0500878255776307,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159295,Microbiology,0.2902485232461362,1.0432415634104195,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001101,Neuronal Signaling,0.2984836293322831,0.2736417135037377,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0000786,GPCR & G Protein,0.2020556721022602,0.995043021809751,0.9458333333333332,0.0027641070585855,2.5584451400053156,False
UCD-0001086,Endocrinology & Hormones,0.1734139278810905,1.1885941773302804,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001733,Protein Tyrosine Kinase,0.5173475068591279,0.990318946518031,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159278,Others,0.1761620163358435,0.964671010458066,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159272,Others,,,,,,False
UCD-0001850,Others,0.8458110514102297,1.0694063830468212,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159294,Cell Cycle,0.3171704895641372,0.7484801534287425,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159276,Others,0.8834500967818433,0.0550847457627118,,,,False
UCD-0159292,DNA Damage,0.5814132865140365,0.3537196850944343,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0018089,Endocrinology & Hormones,0.2137083198706506,0.972823760375222,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159288,Metabolism,0.2480790089975495,1.1224870284973625,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159282,Others,0.9801621331989386,0.2329727748501487,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159277,Others,0.99999999998504,0.0042372881355932,,,,False
UCD-0001802,Others,0.39345760062185,0.7496995075412987,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159267,Others,,,,,,False
UCD-0001816,Metabolism,0.5713430899206853,0.9855266216601092,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0017947,Apoptosis,0.3739264964894275,1.1024100245181483,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0000421,Neuronal Signaling,0.5002855172567953,1.0650109682244255,0.7895833333333333,0.0216841981547863,1.663856632698532,False
UCD-0159291,GPCR & G Protein,0.7018622877690617,0.5625594695961273,0.9791666666666666,0.0027641070585855,2.5584451400053156,False
UCD-0000849,Endocrinology & Hormones,0.8026851952139509,0.8043918259305797,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159287,Endocrinology & Hormones,0.8622146451038913,0.8369244193543168,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159281,Others,,,,,,False
UCD-0017999,Endocrinology & Hormones,0.1081541169288452,0.9744235545839768,0.6715277777777777,0.0496199835406883,1.3043433841224432,False
UCD-0159284,Stem Cells & Wnt,0.6568851913656727,0.6787086602168512,0.9458333333333332,0.0027641070585855,2.5584451400053156,False
UCD-0017907,Others,,,,,,False
UCD-0159305,Transmembrane Transporters,,,,,,False
UCD-0018483,Microbiology,0.246712396824714,1.0456860834675288,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0018240,PI3K/Akt/mTOR,0.0475917753385771,1.0849625469683453,0.3902046783625731,0.2493902963876854,0.6031204486412295,False
UCD-0159313,Protein Tyrosine Kinase,0.6827815038255973,0.8429492317079293,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0013217,Epigenetics,0.5375321202509717,1.0650110310444834,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001790,Cell Cycle,0.600428152538604,0.4586666666666666,,,,False
UCD-0159300,GPCR & G Protein,0.1913400670478902,0.9561959482682052,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159329,JAK/STAT,0.6211807492889702,0.009685230024213,,,,False
UCD-0159323,Stem Cells & Wnt,0.7804986612355564,0.2214342404547578,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0018550,Neuronal Signaling,0.0703525892950604,1.1030051283833622,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001435,Others,0.0327178022537734,0.9181872419878664,0.5938341750841751,0.0677517970751053,1.1690791809044627,False
UCD-0018439,Microbiology,0.412826334651422,0.9027150213747004,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0000490,Neuronal Signaling,0.3493816639839271,0.9975486424072508,0.8013888888888889,0.0194832194832194,1.7103392770124284,False
UCD-0001843,DNA Damage,0.3039498642037249,1.035884211684836,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159309,Angiogenesis,0.3205160675180151,0.8933921494800174,0.9333333333333332,0.0027641070585855,2.5584451400053156,False
UCD-0159299,Metabolism,0.099855744011836,0.6425980803318002,0.4871658312447786,0.1427206334038632,0.8455132355352715,False
UCD-0159320,Metabolism,0.0510223226695849,0.9864005390981304,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001784,Cell Cycle,0.9927723507860328,0.0053333333333333,,,,False
UCD-0159322,Endocrinology & Hormones,0.4840208081331043,0.8755103648952891,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001441,Neuronal Signaling,0.1169845113350006,0.9017644013732328,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0018311,Neuronal Signaling,0.1431301664038993,0.9255567443261468,0.6343344155844156,0.0525641025641025,1.279310745970745,False
UCD-0001305,Neuronal Signaling,0.2480633002842016,0.7220468042216481,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001162,Endocrinology & Hormones,0.0665743773763126,0.8958837772397095,,,,False
UCD-0018012,Apoptosis,0.6257003314787246,0.8347584369243601,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159308,Protein Tyrosine Kinase,0.6896773445900586,0.0769393939393939,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159304,Cell Cycle,0.8505142682539163,0.7554993975694243,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159298,Cytoskeletal Signaling,,,,,,False
UCD-0159328,Proteases,0.9999966473643804,0.0048426150121065,,,,False
UCD-0018569,Endocrinology & Hormones,,,,,,False
UCD-0000730,Metabolism,0.9841768858708694,0.3896266880606756,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159319,Neuronal Signaling,0.8377864176403528,0.715468268127947,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0000101,Endocrinology & Hormones,0.2837468661937914,0.4123131306695089,0.9047619047619048,0.010298273155416,1.98723559295969,False
UCD-0159324,Angiogenesis,0.0601550651708414,0.9253509080868582,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159273,Others,0.2880922397761926,1.0149888749370464,0.4638220439691028,0.1725788831051989,0.7630123460017288,False
UCD-0000324,Metabolism,0.4134672480844652,0.895286955833343,0.8138888888888889,0.0125152625152625,1.9025600363686452,False
UCD-0159269,Others,0.1596844488745538,1.0257420741430665,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159263,Others,0.6125148063987246,0.9235422988178056,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001810,DNA Damage,0.6762340910193436,0.4196401414179164,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159257,DNA Damage,0.2816213596798692,1.012341194607443,0.8506944444444444,0.010298273155416,1.98723559295969,False
UCD-0000450,Neuronal Signaling,0.2643448879688498,1.0556281163194747,0.3403505700525824,0.2782805429864253,0.5555171579096939,False
UCD-0018091,GPCR & G Protein,,,,,,False
UCD-0001040,Endocrinology & Hormones,0.1233737160832696,0.8715318565357679,0.7141955266955267,0.0448414145096609,1.3483206961651315,False
UCD-0159283,Endocrinology & Hormones,0.1408612464842747,0.9223546902877104,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159279,Others,0.955978742561846,0.0744218129964143,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001783,Others,,,,,,False
UCD-0001915,Others,0.9822994620532044,0.0732137516247519,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159262,Others,0.9210143194395556,0.0470000052042762,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0001766,Angiogenesis,0.9602947371687784,0.1300196704150546,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159256,Apoptosis,0.1990807719005992,1.0374301115958562,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0000576,Neuronal Signaling,0.2820384295989524,0.8448805449679669,0.4788558405818467,0.148334742180896,0.8287571188950228,False
UCD-0001869,Protein Tyrosine Kinase,0.5475214936670724,1.1626191306463385,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159315,PI3K/Akt/mTOR,0.9376993035376228,0.7053375851029732,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159311,GPCR & G Protein,0.3522832318962169,0.8189625546918142,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159306,Cell Cycle,0.31495478551464,0.6372277670292835,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159301,Cell Cycle,0.8475448706407331,0.8576703720008805,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159330,Protein Tyrosine Kinase,0.0445911706059698,0.91881646141548,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159325,PI3K/Akt/mTOR,0.3997986029102429,0.0079374373272678,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159321,Neuronal Signaling,0.0571773684622088,0.8780641839575827,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0000469,Neuronal Signaling,0.1322445233541976,0.7709321937354944,0.9666666666666668,0.0027641070585855,2.5584451400053156,False
UCD-0018527,Microbiology,0.3193425511785571,0.9191603179752156,0.5176587301587301,0.1090038993264799,0.9625579660439308,False
UCD-0000083,Neuronal Signaling,0.1143898861207962,0.5328925626856046,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159314,PI3K/Akt/mTOR,0.0426860341417827,0.297030303030303,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159310,GPCR & G Protein,0.036673014600247,1.0082525960509905,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0018051,Metabolism,0.1135627561335531,0.9064730489552076,0.6001984126984127,0.0677517970751053,1.1690791809044627,False
UCD-0001818,MAPK,0.7247991819526381,0.9613096956567072,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159317,Angiogenesis,0.3689340441278899,0.8240821761353613,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0018304,Endocrinology & Hormones,0.2317868777738025,0.899742950766353,0.4813291910331383,0.1464634436770659,0.834270758862523,False
UCD-0000872,Metabolism,0.9998329973107044,0.0444405736992712,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159627,Metabolism,0.4034059482776486,1.0198715094152355,0.4624458874458875,0.1661318032999449,0.7795472207963838,False
UCD-0159642,Proteases,0.2685070746572331,0.616151348042983,0.2005529193029193,0.6131084950684059,0.212462666362127,False
UCD-0159648,GPCR & G Protein,0.1440825910414699,0.8752303622233913,0.4537906537906538,0.1835571835571835,0.7362286146021204,False
UCD-0159656,GPCR & G Protein,,,,,,False
UCD-0159604,Autophagy,0.0568460987754614,0.4451532111227929,0.4873737373737373,0.1661318032999449,0.7795472207963838,False
UCD-0159611,Others,0.2535964338700853,0.6815463435552156,0.3585137085137085,0.2646978021978021,0.5772496646575843,False
UCD-0159619,GPCR & G Protein,0.1135792312607198,0.5567567567567567,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159635,MAPK,0.144893831877079,0.1089743589743589,,,,False
UCD-0159327,DNA Damage,0.268773373212108,0.8012825600599962,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159643,Metabolism,0.2060561659961003,1.131320055797242,0.2914890664890665,0.3352926143623818,0.4745760128610387,False
UCD-0159649,Angiogenesis,0.0512070804207494,1.0020751496353524,0.3489024864024864,0.2721140245892721,0.5652490743732337,False
UCD-0159657,Others,0.1460334579277885,1.1669060561487683,0.3190656565656565,0.2938365981844243,0.5318941125632697,False
TGFRi,,,,,,,False
UCD-0159253,Epigenetics,0.914026139164668,1.1341356509184188,0.1840557114454173,0.6763236763236763,0.1698454087941743,False
UCD-0159596,Cytoskeletal Signaling,0.921113942075839,0.0823214305409881,0.393995574142633,0.2466165413533834,0.6079777972554067,False
UCD-0159634,Cytoskeletal Signaling,0.0539543937049463,0.0209286209286209,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159626,Neuronal Signaling,0.1291394709828155,0.6281439965850613,0.4873737373737373,0.1661318032999449,0.7795472207963838,False
UCD-0159618,MAPK,0.2014347828924801,1.0317699158161768,0.3837569837569837,0.2522159774068171,0.5982274051545786,False
UCD-0159610,Transmembrane Transporters,0.456898440531938,1.1964238002260816,0.2626984126984127,0.3050708327816761,0.515599312408371,False
UCD-0159603,GPCR & G Protein,0.153589175284165,0.900569903041386,0.3361319236319236,0.2839228897623058,0.5467995933961755,False
UCD-0159663,Protein Tyrosine Kinase,0.4177476464050575,0.9621217773784314,0.4537906537906538,0.1835571835571835,0.7362286146021204,False
UCD-0159655,Epigenetics,0.2090503671003534,0.7598678282455216,0.4537906537906538,0.1835571835571835,0.7362286146021204,False
UCD-0001953,Epigenetics,0.162735934151441,0.8247840411338511,0.4873737373737373,0.1661318032999449,0.7795472207963838,False
UCD-0159641,JAK/STAT,0.0948923491237888,0.7445713847805102,0.4537906537906538,0.1835571835571835,0.7362286146021204,False
UCD-0159633,Apoptosis,0.3371135336642905,1.0212999925927682,0.2786761849261849,0.3645825438928887,0.4382041290778644,False
UCD-0159625,Endocrinology & Hormones,0.5323658357346064,1.2085953751352991,0.3881907308377896,0.251605537319823,0.5992798051942534,False
UCD-0159617,Endocrinology & Hormones,0.6766962732593373,1.0295898999321054,0.1982804232804232,0.4258618094234532,0.3707313049845587,False
UCD-0159609,Others,0.3069083404545151,0.3607658184654382,0.15,0.3612700663391908,0.4421680211672878,False
UCD-0159602,Angiogenesis,0.9612790397537416,0.8345010446246188,0.4572089947089947,0.17969891380296,0.7454545479928982,False
UCD-0159662,GPCR & G Protein,2.7112438056065762e-09,0.0246913580246913,,,,False
UCD-0159654,Epigenetics,0.7766656937919629,0.9296801420217136,0.4663267288267288,0.1661318032999449,0.7795472207963838,False
UCD-0001952,Epigenetics,0.6888062764832923,0.9160866152786304,0.2616174334924335,0.4216150821655409,0.3750838617800641,False
UCD-0159528,Transmembrane Transporters,0.947090376914064,0.8892650864321507,0.3073202819139351,0.3075349471530855,0.5121055254386104,False
UCD-0159536,JAK/STAT,,,,,,False
UCD-0159544,Angiogenesis,0.999877286979439,0.6045207956600362,0.6,0.1060116354234001,0.9746464656516696,False
UCD-0159599,MAPK,,,,,,False
UCD-0159638,Apoptosis,,,,,,False
UCD-0159630,Transmembrane Transporters,0.0992112751168253,1.033951930404695,0.6380050505050504,0.0525641025641025,1.279310745970745,False
UCD-0159622,JAK/STAT,0.0918539806321588,1.0345785917281651,0.4266624579124579,0.2326206402293359,0.6333517533220467,False
UCD-0159614,Metabolism,0.1702133674787508,0.9285342761133396,0.3798611111111111,0.2522159774068171,0.5982274051545786,False
UCD-0159607,Metabolism,0.3708866722436712,0.225135623869801,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159666,Cytoskeletal Signaling,,,,,,False
UCD-0159659,Metabolism,0.7012046860291676,1.0799292035258792,0.6066405816405815,0.0677517970751053,1.1690791809044627,False
UCD-0159651,Angiogenesis,0.3165223192298968,1.255182351013325,0.7118055555555555,0.0448414145096609,1.3483206961651315,False
UCD-0159645,Transmembrane Transporters,,,,,,False
UCD-0159637,Others,0.1568312491177824,0.9873940508272412,0.5056547619047619,0.1208097895795056,0.9178978721048168,False
UCD-0159629,Angiogenesis,0.2732551102550593,0.2570747760348197,0.2338781588781589,0.4869983948635634,0.3124724702084579,False
UCD-0159621,PI3K/Akt/mTOR,,,,,,False
UCD-0159613,PI3K/Akt/mTOR,0.1589878463410923,0.1199367088607595,0.75,0.1060116354234001,0.9746464656516696,False
UCD-0159606,Autophagy,0.0992996790675613,0.3433110081571278,0.3400144993894994,0.2782805429864253,0.5555171579096939,False
UCD-0159658,Autophagy,0.2244235800955164,1.0086472395441335,0.4377667471417472,0.2190516665654787,0.659453438320374,False
UCD-0159551,Epigenetics,0.9419331756231332,0.0179828489004693,0.330718954248366,0.2483343428225317,0.6049632165430582,False
UCD-0159650,MAPK,0.1699758693054776,0.910522792005584,0.3548890923890924,0.2646978021978021,0.5772496646575843,False
UCD-0159644,Transmembrane Transporters,0.105230222184022,0.5510250988412513,0.3936507936507936,0.1947289998137455,0.7105693668095472,False
UCD-0159636,Protein Tyrosine Kinase,0.232977738838271,1.1838134178475708,0.5817185007974481,0.0731519403106119,1.1357741499895764,False
UCD-0159628,GPCR & G Protein,0.4132531088954716,1.0708023762341916,0.2193149443149443,0.5382402832067262,0.2690238017047381,False
UCD-0159620,DNA Damage,0.510431410609915,0.9232259980283396,0.2555217658158835,0.4279706625948083,0.368586000869722,False
UCD-0159612,Cell Cycle,0.5544477859876256,0.4581269738269172,0.4572272498743087,0.17969891380296,0.7454545479928982,False
UCD-0159605,PI3K/Akt/mTOR,0.2255197609306882,0.1375138416267546,0.3364316239316239,0.2404549628269304,0.6189662549548729,False
UCD-0159598,Endocrinology & Hormones,1.0449620458708487e-09,0.009090909090909,,,,False
UCD-0159597,Epigenetics,0.7525995145270943,0.2703435804701627,0.75,0.1060116354234001,0.9746464656516696,False
UCD-0159590,Others,0.5651263807799242,0.260243679158226,0.2184515715765715,0.5390502354788068,0.2683707599067321,False
UCD-0159583,MAPK,,,,,,False
UCD-0159575,Autophagy,0.8164099713709727,0.8719276446851567,0.312055292202351,0.3065035925612848,0.5135644307038106,False
UCD-0159567,Others,0.6225934574383981,0.8462244265824361,0.7930555555555555,0.0194832194832194,1.7103392770124284,False
UCD-0159559,DNA Damage,0.858424681915235,0.9076829497594248,0.7483796296296297,0.040347711989503,1.394181087918541,False
UCD-0159640,Epigenetics,0.7018769584007278,0.9079758660873996,0.3754176379176379,0.2522159774068171,0.5982274051545786,False
UCD-0159632,Angiogenesis,0.1437116572746767,0.7014234181534561,0.1454545454545454,0.3612700663391908,0.4421680211672878,False
UCD-0159582,Neuronal Signaling,0.3275492505862847,0.7437508296276631,0.4171717171717172,0.2415814748254426,0.6169363717460645,False
UCD-0159577,Cell Cycle,,,,,,False
UCD-0159532,PI3K/Akt/mTOR,,,,,,False
UCD-0159525,Others,,,,,,False
UCD-0159593,Epigenetics,0.4814178843484942,0.8742250545602192,0.5916666666666667,0.0677517970751053,1.1690791809044627,False
UCD-0159586,Angiogenesis,0.6440841114277751,0.8714315274128501,0.6340277777777777,0.0525641025641025,1.279310745970745,False
UCD-0159578,PI3K/Akt/mTOR,0.3327444649742764,0.5364151398264224,0.4166666666666666,0.1660635437070482,0.7797256987023287,False
UCD-0159570,GPCR & G Protein,,,,,,False
UCD-0159562,Epigenetics,0.6982468600418825,1.1433509490940466,0.3331582633053221,0.2839228897623058,0.5467995933961755,False
UCD-0159554,Angiogenesis,0.5739261646175711,0.9880846922959798,0.5145833333333333,0.1126373626373626,0.9483175269293204,False
UCD-0159547,Apoptosis,0.7381057246358582,1.2310886618203398,0.3586968586968587,0.2646978021978021,0.5772496646575843,False
UCD-0159539,Proteases,0.7355994132672927,1.007543413927594,0.4312590187590187,0.2283438632212474,0.6414106556355311,False
UCD-0159531,Metabolism,0.991254519155711,0.0131147540983606,,,,False
UCD-0159524,Others,0.0048223464231861,0.6908337855617458,0.8263888888888888,0.0125152625152625,1.9025600363686452,False
UCD-0159592,Epigenetics,0.7051599039988315,0.609418193506911,0.4568783068783069,0.1661318032999449,0.7795472207963838,False
UCD-0159585,Protein Tyrosine Kinase,0.80273369849347,0.9636649436438808,0.7579365079365079,0.0303478904515174,1.5178714923022951,False
UCD-0159569,Protein Tyrosine Kinase,0.5246189090249783,1.1717262892413884,0.6018939393939394,0.0677517970751053,1.1690791809044627,False
UCD-0159548,Others,,,,,,False
UCD-0159312,Transmembrane Transporters,0.1355472270339246,0.8640771349976797,0.9583333333333331,0.0027641070585855,2.5584451400053156,False
UCD-0159307,GPCR & G Protein,0.8525731835595409,0.1744582561480026,1.0,0.0027641070585855,2.5584451400053156,False
UCD-0159303,Metabolism,0.1851024981582131,0.7315113797599911,1.0,0.0027641070585855,2.5584451400053156,False
